startup_name,sector,stage,region,business_model,founded_year,team_size,founder_count,founder_experience_years,has_technical_founder,funding_total_usd,monthly_burn_usd,runway_months,revenue_growth_pct,customer_growth_pct,churn_pct,burn_multiple,annual_revenue_run_rate,description,founder_bios,recent_update,failed_within_24_months,risk_score
EcommerceLabs0838,ecommerce,seed,africa,b2c,2021,14,4,20,1,3947422,16350,21.6,214.0,88.1,21.0,7.84,4758099,"seed B2C startup building a conversion optimization tools for online brands. Team messaging emphasizes strong retention and repeatable acquisition engine, while operating in a market facing limited runway and high burn.",Founding team of 4. Combined founder experience averages about 20 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 214.0% revenue growth, 21.0% churn, and approximately 21.6 months of runway. Leadership says demand in ecommerce remains mixed.",0,0.36
AiToolsLabs0839,ai_tools,seed,us,b2c,2025,17,3,8,1,1123196,15000,4.9,1.2,200.1,3.1,6.74,906111,"seed B2C startup building a multimodal search and reasoning tools. Team messaging emphasizes clear product-market fit and capital efficient, while operating in a market facing unclear differentiation and weak retention.",Founding team of 3. Combined founder experience averages about 8 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 1.2% revenue growth, 3.1% churn, and approximately 4.9 months of runway. Leadership says demand in ai_tools remains fragile.",1,0.73
SaasLabs0840,saas,seed,asia,b2c,2019,6,3,11,1,3929139,15000,4.3,140.4,190.2,11.2,1.52,3125745,"seed B2C startup building a collaboration software for distributed teams. Team messaging emphasizes experienced founders and capital efficient, while operating in a market facing crowded market and weak retention.",Founding team of 3. Combined founder experience averages about 11 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 140.4% revenue growth, 11.2% churn, and approximately 4.3 months of runway. Leadership says demand in saas remains mixed.",0,0.33
EcommerceLabs0841,ecommerce,series_b,asia,b2b2c,2024,123,4,16,1,41246310,97441,3.4,193.4,82.9,15.4,3.23,46789791,"series b B2B2C startup building a creator-led commerce infrastructure. Team messaging emphasizes growing revenue base and strong retention, while operating in a market facing limited runway and unclear differentiation.",Founding team of 4. Combined founder experience averages about 16 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 193.4% revenue growth, 15.4% churn, and approximately 3.4 months of runway. Leadership says demand in ecommerce remains mixed.",0,0.38
ClimateLabs0842,climate,series_a,canada,b2b,2018,62,4,5,0,7330007,40269,26.6,191.5,254.1,7.3,3.64,7703086,"series a B2B startup building a carbon measurement and reporting platform. Team messaging emphasizes strong retention and clear product-market fit, while operating in a market facing go-to-market challenges and weak retention.",Founding team of 4. Combined founder experience averages about 5 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 191.5% revenue growth, 7.3% churn, and approximately 26.6 months of runway. Leadership says demand in climate remains strong.",0,0.06
AiToolsLabs0843,ai_tools,seed,canada,b2b2c,2018,8,4,6,1,2217233,15000,7.9,185.7,127.4,33.8,4.09,2183899,"seed B2B2C startup building a AI copilots for enterprise productivity. Team messaging emphasizes clear product-market fit and capital efficient, while operating in a market facing weak retention and limited runway.",Founding team of 4. Combined founder experience averages about 6 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 185.7% revenue growth, 33.8% churn, and approximately 7.9 months of runway. Leadership says demand in ai_tools remains mixed.",1,0.6
HealthtechLabs0844,healthtech,seed,us,b2b,2022,21,1,3,1,2857227,15000,17.0,84.8,3.9,26.9,7.85,64347,"seed B2B startup building a clinical workflow automation for providers. Team messaging emphasizes growing revenue base and repeatable acquisition engine, while operating in a market facing unclear differentiation and go-to-market challenges.",Founding team of 1. Combined founder experience averages about 3 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 84.8% revenue growth, 26.9% churn, and approximately 17.0 months of runway. Leadership says demand in healthtech remains mixed.",1,0.89
BiotechLabs0845,biotech,series_b,canada,b2b,2019,131,2,19,1,41802263,261789,27.2,231.4,71.1,5.6,5.89,49694215,"series b B2B startup building a AI-assisted drug discovery workflows. Team messaging emphasizes repeatable acquisition engine and clear product-market fit, while operating in a market facing crowded market and high burn.",Founding team of 2. Combined founder experience averages about 19 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 231.4% revenue growth, 5.6% churn, and approximately 27.2 months of runway. Leadership says demand in biotech remains strong.",0,0.21
HealthtechLabs0846,healthtech,series_b,us,b2b,2022,150,2,16,1,35200824,172338,22.7,213.9,152.7,16.7,3.13,43244264,"series b B2B startup building a patient engagement platform for chronic care. Team messaging emphasizes experienced founders and repeatable acquisition engine, while operating in a market facing limited runway and high burn.",Founding team of 2. Combined founder experience averages about 16 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 213.9% revenue growth, 16.7% churn, and approximately 22.7 months of runway. Leadership says demand in healthtech remains mixed.",0,0.08
ClimateLabs0847,climate,pre_seed,asia,b2c,2021,6,3,9,1,198878,15000,28.5,48.7,190.6,10.7,4.0,220685,"pre seed B2C startup building a carbon measurement and reporting platform. Team messaging emphasizes strong retention and repeatable acquisition engine, while operating in a market facing high burn and go-to-market challenges.",Founding team of 3. Combined founder experience averages about 9 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 48.7% revenue growth, 10.7% churn, and approximately 28.5 months of runway. Leadership says demand in climate remains mixed.",0,0.17
EdtechLabs0848,edtech,series_b,latam,b2b,2025,141,1,15,1,25843212,58153,10.9,153.2,218.8,17.6,0.73,33632737,"series b B2B startup building a credentialing and assessment tools for schools. Team messaging emphasizes growing revenue base and clear product-market fit, while operating in a market facing go-to-market challenges and high burn.",Founding team of 1. Combined founder experience averages about 15 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 153.2% revenue growth, 17.6% churn, and approximately 10.9 months of runway. Leadership says demand in edtech remains mixed.",0,0.21
HealthtechLabs0849,healthtech,series_a,europe,b2c,2018,46,1,20,1,16869750,18161,11.9,151.5,-4.5,21.7,6.45,5808535,"series a B2C startup building a remote monitoring tools for outpatient care. Team messaging emphasizes growing revenue base and repeatable acquisition engine, while operating in a market facing high burn and weak retention.",Founding team of 1. Combined founder experience averages about 20 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 151.5% revenue growth, 21.7% churn, and approximately 11.9 months of runway. Leadership says demand in healthtech remains mixed.",1,0.74
AiToolsLabs0850,ai_tools,series_a,europe,b2c,2022,28,1,2,1,11635270,15000,26.6,98.9,144.1,18.5,1.0,7417216,"series a B2C startup building a LLM workflow automation for knowledge workers. Team messaging emphasizes experienced founders and repeatable acquisition engine, while operating in a market facing weak retention and go-to-market challenges.",Founding team of 1. Combined founder experience averages about 2 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 98.9% revenue growth, 18.5% churn, and approximately 26.6 months of runway. Leadership says demand in ai_tools remains mixed.",0,0.25
